Codepoint,Hanzi,pinyin,Frequency,Tweets,Traditional Variant,Simplified Variant,Definition
U+4E3A,为,wèi,16962,13680,"為,爲",,"do, handle, govern, act; be"
U+4E3B,主,zhǔ,7419,6402,,,"master, chief owner; host; lord"
U+4E3D,丽,lì,464,385,麗,,"beautiful, magnificent, elegant"
U+4E3E,举,jǔ,2695,2419,舉,,"raise, lift up; recommend"
U+4E43,乃,nǎi,114,111,,,"then; really, indeed; as it turned out, after all; namely"
U+4E45,久,jiǔ,750,674,,,"long time (ago); time passage, grow late"
U+4E48,么,me yāo,2000,1713,"么,幺,麼,麽",么,interrogative particle; small
U+4E49,义,yì,915,790,"义,義",义,"right conduct, righteousness"
U+4E4B,之,zhī,7833,7019,,,"marks preceding phrase as modifier of following phrase; it, him her, them; go to"
U+4E4C,乌,wū,1361,1003,烏,,"crow, rook, raven; black, dark"
U+4E4D,乍,zhà,21,21,,,"first time, for the first time"
U+4E4E,乎,hū,1058,1027,,,interrogative or exclamatory final particle
U+4E4F,乏,fá,288,282,,,lack; poor
U+4E50,乐,lè,1214,1017,"乐,樂",乐,"happy, glad; enjoyable; music"
U+4E52,乒,pīng,162,106,,,(used with 乓) “ping” of “ping pong”
U+4E53,乓,pāng,130,93,,,(used with 乒) “pong” of “ping pong”
U+4E54,乔,qiáo,100,83,"乔,喬",乔,"tall, lofty; proud, stately"
U+4E56,乖,guāi,12,10,,,"rebel; crafty, shrewd"
U+4E58,乘,chéng,781,634,,,"ride, ascend; avail oneself of; numerary adjunct for vehicles"
U+4E59,乙,yǐ,106,82,,,second; 2nd heavenly stem
U+4E5D,九,jiǔ,812,652,,,nine
U+4E5E,乞,qǐ,17,11,,,beg; request
U+4E5F,也,yě,7979,7294,,,also; classical final particle of strong affirmation or identity
U+4E60,习,xí,1326,1077,習,,practice; flapping wings
U+4E61,乡,xiāng,388,318,鄉,,country; rural; village
U+4E66,书,shū,985,788,書,,"book, letter, document; writings"
U+4E70,买,mǎi,1445,1218,買,,"buy, purchase; bribe, persuade"
U+4E71,乱,luàn,406,390,"乱,亂",乱,"confusion, state of chaos, revolt"
U+4E73,乳,rǔ,96,75,,,"breast, nipples; milk, suckle"
U+4E78,乸,nǎ,1,1,,,(Cant.) feminine suffix
U+4E7E,乾,qián gān,63,58,乾,"乾,干","dry; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male); trigram ☰; hexagram ䷀"
U+4E82,亂,luàn,75,68,,乱,"confusion, state of chaos; create chaos, revolt"
U+4E86,了,le,20876,16220,"了,瞭",了,to finish; particle of completed action
U+4E88,予,yǔ,330,322,,,"I, me; to give"
U+4E89,争,zhēng,2785,2489,"争,爭",争,"dispute, fight, contend, strive"
U+4E8B,事,shì,6027,5124,,,"affair, matter, business; to serve; accident, incident"
U+4E8C,二,èr,3992,3456,,,two; twice
U+4E8E,于,yú,9232,8191,"于,於",于,"in, on, at; go to; surname"
U+4E8F,亏,kuī,246,204,"亏,虧",亏,"lose, fail; damage; deficient"
U+4E91,云,yún,1178,872,"云,雲",云,"say, speak; clouds"
U+4E92,互,hù,1133,955,,,"mutually, reciprocally"
U+4E93,亓,qí,1,1,,,"(archaic form) his, her, its, their; that"
U+4E94,五,wǔ,2749,2434,,,five; surname
U+4E95,井,jǐng,257,196,,,"well, mine shaft, pit; surname; 22nd lunar mansion, determinative star μ Geminorum (Tejat); hexagram ䷯"
U+4E98,亘,gèn,9,8,,,"extend across, through; from"
U+4E99,亙,gèn,2,2,,,"extend across, through; from"
U+4E9A,亚,yà,5014,3914,亞,,Asia; second
U+4E9B,些,xiē,4069,3560,,,"little, few; rather, somewhat"
U+4E9E,亞,yà,1305,817,,亚,Asia; second; used as a prefix to names
U+4E9F,亟,jí,18,18,,,"urgently, immediately, extremely"
U+4EA1,亡,wáng,1148,1009,,,"death, destroyed; lose, perish"
U+4EA2,亢,kàng,5,5,,,"high, proud; violent, excessive; skilled; name; 2nd lunar mansion, determinative star κ Virginis (Kang)"
U+4EA4,交,jiāo,6792,5433,,,"mix; intersect; exchange, communicate; deliver"
U+4EA5,亥,hài,26,25,,,twelfth earthly branch
U+4EA6,亦,yì,146,136,,,"also, too; likewise"
U+4EA7,产,chǎn,8431,6038,"產,産",,"give birth, bring forth, produce"
U+4EA8,亨,hēng,89,76,,,"smoothly, progressing, no trouble"
U+4EA9,亩,mǔ,70,63,畝,,Chinese land measure; fields
U+4EAB,享,xiǎng,868,825,,,enjoy
U+4EAC,京,jīng,4209,3135,,,capital city
U+4EAD,亭,tíng,61,43,,,pavilion; erect
U+4EAE,亮,liàng,848,739,,,"bright, brilliant, radiant, light"
U+4EB2,亲,qīn,647,551,親,,"relatives, parents; intimate the hazel nut or filbert tree a thorny tree"
U+4EB5,亵,xiè,2,2,褻,,"slight, insult, treat with disrespect"
U+4EBA,人,rén,30568,19741,,,man; people; mankind; someone else
U+4EBB,亻,rén,2,2,,,radical number 9
U+4EBF,亿,yì,4780,3325,億,,hundred million; many
U+4EC0,什,shén,1550,1374,,,"file of ten soldiers; mixed, miscellaneous"
U+4EC1,仁,rén,712,566,,,"humaneness, benevolence, kindness"
U+4EC4,仄,zè,2,2,,,"slanting, oblique; oblique tones"
U+4EC5,仅,jǐn,1416,1300,"仅,僅",仅,"only, merely, solely, just"
U+4EC6,仆,pū,6,6,"仆,僕",仆,"fall forward; lie prostrate, prone; servant"
U+4EC7,仇,chóu,58,53,,,"enemy, hate, hatred, enmity"
U+4ECA,今,jīn,5654,5210,,,"now, today, modern era"
U+4ECB,介,jiè,565,543,,,"forerunner, herald, harbinger; to lie between; sea shell; to wear armor"
U+4ECD,仍,réng,2051,1951,,,"yet, still, as ever; again; keep -ing, continuing"
U+4ECE,从,cóng,4572,4206,"从,從",从,"from, by, since, whence, through"
U+4ED1,仑,lún,48,42,侖,,"logical reasons, logical order"
U+4ED3,仓,cāng,186,160,倉,,granary; berth; sea
U+4ED4,仔,zǐ,129,107,,,"small thing, child; young animal"
U+4ED5,仕,shì,42,39,,,official; serve government
U+4ED6,他,tā,6992,5567,,,"other, another; he, she, it"
U+4ED7,仗,zhàng,47,41,,,"rely upon; protector; fight; war, weaponry"
U+4ED8,付,fù,1293,1080,,,"give, deliver, pay, hand over; entrust"
U+4ED9,仙,xiān,254,196,,,"Taoist super-being, transcendent, immortal; cent"
U+4EDD,仝,tóng,1,1,,,"together, same; surname"
U+4EDE,仞,rèn,5,4,,,ancient unit of measure (8 feet); 'fathom'
U+4EDF,仟,qiān,10,10,,,one thousand; leader of one thousand men
U+4EE1,仡,gē,2,2,,,strong; valiant
U+4EE3,代,dài,5084,4149,,,"replace, replacement (of person or generation); era, generation"
U+4EE4,令,lìng,2611,2320,,,"command, order; 'commandant', magistrate; allow, cause"
U+4EE5,以,yǐ,15411,13037,,,"by means of; thereby, therefore; consider as; in order to"
U+4EE8,仨,sā,2,2,,,(coll.) three (cannot be followed by a measure word)
U+4EEA,仪,yí,245,212,"仪,儀",仪,"ceremony, rites gifts; admire"
U+4EEC,们,men,5045,4093,們,,adjunct pronoun indicate plural
U+4EF0,仰,yǎng,98,89,,,"raise the head to look; look up to, rely on, admire"
U+4EF2,仲,zhòng,81,54,,,"middle brother; go between, mediator; surname"
U+4EF6,件,jiàn,3383,2791,,,numerary adjunct for article; matter
U+4EF7,价,jià,6815,4827,"价,價",价,"price, value"
U+4EFB,任,rèn,3319,2714,,,"trust to, rely on, appoint; to bear, duty, office; allow"
U+4EFD,份,fèn,2526,2191,,,"portion, part; duty"
U+4EFF,仿,fǎng,272,250,,,"imitate, copy; as if"
U+4F01,企,qǐ,6568,4550,,,plan a project; stand on tiptoe
U+4F09,伉,kàng,2,2,,,"compare, match; pair; spouse"
U+4F0A,伊,yī,1967,1219,,,"third person pronoun; he, she, this, that"
U+4F0D,伍,wǔ,147,136,,,"five, company of five; troops"
U+4F0E,伎,jì,9,7,,,"talent, skill, ability"
U+4F0F,伏,fú,367,255,,,"crouch, crawl, lie hidden, conceal"
U+4F10,伐,fá,198,186,,,"cut down, subjugate, attack"
U+4F11,休,xiū,478,403,,,"rest, stop; retire; do not!"
U+4F17,众,zhòng,1997,1792,"众,眾,衆",众,"multitude, crowd; masses, public"
U+4F18,优,yōu,1059,929,"优,優",优,"superior, excellent; actor"
U+4F19,伙,huǒ,456,426,"伙,夥",伙,"companion, colleague; utensils"
U+4F1A,会,huì,11571,8756,"会,會",会,"assemble, meet together; meeting"
U+4F1D,伝,yún,1,1,,,"summon; propagate, transmit"
U+4F1E,伞,sǎn,42,31,傘,,"umbrella, parasol, parachute"
U+4F1F,伟,wěi,1425,1078,偉,,"great, robust; extraordinary"
U+4F20,传,chuán,2290,1992,傳,,"summon; propagate, transmit"
U+4F24,伤,shāng,727,648,"伤,傷",伤,"wound, injury; fall ill from"
U+4F25,伥,chāng,1,1,倀,,ghost of one devoured by tiger
U+4F26,伦,lún,507,454,倫,,normal human relationships
U+4F2A,伪,wěi,68,61,"偽,僞",,"false, counterfeit, bogus"
U+4F2B,伫,zhù,4,3,佇,,look towards; turn one's back on
U+4F2F,伯,bó,686,603,,,older brother; father's elder brother; senior male 'sire'; feudal rank 'count'
U+4F30,估,gū,984,891,,,"merchant; estimate, guess, presume"
U+4F34,伴,bàn,641,601,,,"companion, comrade, partner; accompany"
U+4F38,伸,shēn,118,111,,,"extend, stretch out, open up; trust"
U+4F3A,伺,cì,40,36,,,"serve, wait upon, attend; examine"
U+4F3C,似,sì,1105,1061,,,"resemble, similar to; as if, seem"
U+4F3D,伽,jiā,20,14,,,"transcription of Sanskrit 'gha' in Buddhist texts ('samgha', etc.); nursing; attending; entertainer (Japanese); temple; in Chinese this character is not used alone"
U+4F43,佃,diàn,1,1,,,tenant farmer; be a tenant farmer
U+4F46,但,dàn,6811,6496,,,"only; but, however, yet, still"
U+4F47,佇,zhù,4,4,,伫,wait; look towards; turn one's back on
U+4F48,佈,bù,351,320,,,"spread, publicize, announce"
U+4F4D,位,wèi,4654,4107,,,"throne; position, post; rank, status; seat"
U+4F4E,低,dī,3763,3257,,,"low; to lower, hang, bend, bow"
U+4F4F,住,zhù,1332,1141,,,"reside, live at, dwell, lodge; stop"
U+4F50,佐,zuǒ,162,132,,,"assist, aid, second; subordinate"
U+4F51,佑,yòu,17,15,,,"help, protect, bless"
U+4F53,体,tǐ,6561,5154,"体,體",体,"body; group, class, body, unit; inferior"
U+4F54,佔,zhàn,348,303,,,"occupy by force, usurp; possess"
U+4F55,何,hé,2727,2391,,,"what, why, where, which, how"
U+4F58,佘,shé,1,1,,,surname
U+4F59,余,yú,547,493,"余,餘",余,"I, my, me; surname; surplus"
U+4F5A,佚,yì,1,1,,,indulge in pleasures; flee
U+4F5B,佛,fú,624,488,,,Buddha; of Buddhism; merciful person; Buddhist image; the dead (Japanese)
U+4F5C,作,zuò,8251,6854,,,"make; work; compose, write; act, perform"
U+4F5D,佝,gōu,2,2,,,rickets
U+4F60,你,nǐ,2472,1928,,,"you, second person pronoun"
U+4F63,佣,yōng,66,56,"佣,傭",佣,commission fee
U+4F64,佤,wǎ,10,6,,,"the Va (Wa) nationality, living in Yunnan"
U+4F69,佩,pèi,361,295,,,"belt ornament, pendant; wear at waist, tie to the belt; respect"
U+4F6C,佬,lǎo,33,31,,,"(Cant.) man, person; mature"
U+4F70,佰,bǎi,2,2,,,hundred
U+4F73,佳,jiā,687,594,,,"good, auspicious; beautiful; delightful"
U+4F74,佴,nài,2,1,,,"a second, an assistant"
U+4F75,併,bìng,107,92,,并,"combine, annex"
U+4F76,佶,jí,1,1,,,"strong, robust; exact, correct"
U+4F7C,佼,jiǎo,12,6,,,"beautiful, handsome, good-looking"
U+4F7F,使,shǐ,4444,3943,,,"cause, send on a mission, order; envoy, messenger, ambassador"
U+4F83,侃,kǎn,20,20,,,upright and strong; amiable
U+4F84,侄,zhí,9,8,,,nephew
U+4F86,來,lái,4242,3432,,来,"come, coming; return, returning"
U+4F88,侈,chǐ,138,108,,,"luxurious, extravagant"
U+4F8B,例,lì,1936,1497,,,"precedent, example; regulation"
U+4F8D,侍,shì,10,9,,,"serve, attend upon; attendant, servant; samurai"
U+4F8F,侏,zhū,18,16,,,"small, little, tiny, dwarf"
U+4F96,侖,lún,11,8,,仑,"logical reasons, logical order"
U+4F97,侗,dòng,89,45,,,"big; ignorant; rude, rustic"
U+4F9B,供,gōng,4256,3625,,,"supply, provide for; offer in worship"
U+4F9D,依,yī,1400,1290,,,"rely on, be set in; consent, obey a wish"
U+4FA0,侠,xiá,108,85,"侠,俠",侠,chivalrous person; knight-errant
U+4FA3,侣,lǚ,39,34,侶,,companion; associate with
U+4FA5,侥,jiǎo,6,6,僥,,"be lucky; by chance, by luck"
U+4FA6,侦,zhēn,71,67,偵,,"spy, reconnoiter; detective"
U+4FA7,侧,cè,117,107,側,,"side; incline, slant, lean"
U+4FA8,侨,qiáo,72,53,僑,,"sojourn, lodge"
U+4FAA,侪,chái,1,1,儕,,"a company, companion; together"
U+4FAC,侬,nóng,2,2,儂,,I; you; family name
U+4FAE,侮,wǔ,16,15,,,"insult, ridicule, disgrace"
U+4FAF,侯,hóu,126,98,,,"marquis, lord; target in archery"
U+4FB5,侵,qīn,585,514,,,"invade, encroach upon, raid"
U+4FB6,侶,lǚ,5,5,,侣,companion; associate with
U+4FBF,便,biàn,1017,923,,,"convenience, ease; expedient"
U+4FC2,係,xì,336,265,,系,"bind, tie up; involve, relation"
U+4FC3,促,cù,960,914,,,"urge, press, hurry; close"
U+4FC4,俄,é,3420,1967,,,"sudden(ly), soon; Russian"
U+4FCA,俊,jùn,82,78,,,"talented, capable; handsome"
U+4FCF,俏,qiào,38,37,,,"like, similar; resemble; pretty"
U+4FD0,俐,lì,4,2,,,"smooth; active; clever, sharp"
U+4FD1,俑,yǒng,68,35,,,wooden figure buried with dead
U+4FD7,俗,sú,339,288,,,"social customs; vulgar, unrefined"
U+4FD8,俘,fú,20,20,,,prisoner of war; take as prisoner
U+4FDA,俚,lǐ,1,1,,,"rustic, vulgar, unpolished; mean"
U+4FDD,保,bǎo,3831,3244,,,"protect, safeguard, defend, care"
U+4FDE,俞,yú,6,4,,,"surname; consent, approve"
U+4FE0,俠,xiá,41,28,,侠,chivalrous person; knight-errant
U+4FE1,信,xìn,3434,2813,,,"trust, believe; letter"
U+4FE8,俨,yǎn,6,6,儼,,"grave, respectful, majestic"
U+4FE9,俩,liǎ,30,28,倆,,"two, pair"
U+4FEA,俪,lì,3,3,儷,,"spouse, couple, pair"
U+4FED,俭,jiǎn,8,8,儉,,"temperate, frugal, economical"
U+4FEE,修,xiū,648,572,,,study; repair; cultivate
U+4FEF,俯,fǔ,74,71,,,"bow down, face down, look down"
U+4FF1,俱,jù,75,70,,,"all, together; accompany"
U+4FF3,俳,pái,1,1,,,actor; vaudeville show; insincere
U+4FF5,俵,biào,2,2,,,"divide, distribute"
U+4FFA,俺,ǎn,2,2,,,"personal pronoun, I"
U+4FFE,俾,bǐ bì,4,3,,,"so that, in order that; to cause; (Cant.) to give (synonymous with Mandarin 給)"
U+5006,倆,liǎ,15,14,,俩,"clever, skilled; two, pair"
U+5009,倉,cāng,58,44,,仓,granary; berth; sea
U+500B,個,gè,2409,1902,,个,"numerary adjunct, piece; single"
U+500D,倍,bèi,1544,1312,,,"times, fold, multiple times"
U+500F,倏,shū,1,1,,,"hastily, suddenly, abruptly"
U+5011,們,mén,1092,856,,们,adjunct pronoun indicate plural
U+5012,倒,dào,636,587,,,fall over; lie down; take turns
U+5014,倔,jué,2,2,,,"stubborn, obstinate, intransigent; firm"
U+5016,倖,xìng,26,13,,,"lucky, fortunate; dote on, spoil"
U+5018,倘,tǎng,8,8,,,"if, supposing, in event of"
U+5019,候,hòu,1435,1231,,,wait; expect; visit; greet
U+501A,倚,yǐ,17,17,,,"rely on, depend on; lean heavily"
U+501F,借,jiè,531,511,"借,藉",借,borrow; lend; make pretext of
U+5021,倡,chàng,120,108,,,"guide, leader; lead, introduce"
U+5023,倣,fǎng,20,15,,,imitate
U+5026,倦,juàn,19,19,,,"be tired of, weary"
U+5029,倩,qiàn,15,10,,,"beautiful, lovely; son-in-law"
U+502A,倪,ní,16,15,,,"feeble, tiny, young and weak"
U+502B,倫,lún,158,120,,伦,normal human relationships
U+502D,倭,wō,16,12,,,"dwarf; dwarfish, short"
U+503A,债,zhài,968,647,債,,"debt, loan, liabilities"
U+503C,值,zhí,3185,2524,,,price
U+503E,倾,qīng,193,185,傾,,"upset, pour out, overflow"
U+5043,偃,yǎn,2,2,,,"cease, lay off, lay down"
U+5047,假,jiǎ,1032,852,,,"falsehood, deception; vacation"
U+5049,偉,wěi,348,211,,伟,"great, robust; extraordinary"
U+504C,偌,ruò,2,2,,,"thus, so, like, such"
U+504E,偎,wēi,4,4,,,"cling to, cuddle, embrace, fondle"
U+504F,偏,piān,286,262,,,inclined one side; slanting
U+5055,偕,xié,12,11,,,together; be in order
U+505A,做,zuò,2116,1911,,,"work, make; act"
U+505C,停,tíng,2362,1983,,,"stop, suspend, delay; suitable"
U+5065,健,jiàn,1023,866,,,"strong, robust, healthy; strength"
U+5074,側,cè,40,37,,侧,"side; incline, slant, lean"
U+5075,偵,zhēn,17,14,,侦,"spy, reconnoiter; detective"
U+5076,偶,ǒu,220,208,,,"accidentally, coincidently; an idol"
U+5077,偷,tōu,122,92,,,"to steal, burglar, thief"
U+507B,偻,lóu,1,1,"偻,僂",偻,humpback; surname
U+507D,偽,wěi,16,13,,伪,"false, counterfeit, bogus"
U+507F,偿,cháng,185,167,償,,"repay, recompense; restitution"
U+5080,傀,kuǐ,2,2,,,"great, gigantic; puppet"
U+5085,傅,fù,100,90,,,"tutor, teacher; assist; surname"
U+5088,傈,lì,6,5,,,tribe
U+508C,傌,mà,1,1,,㐷,"to curse, to revile, to abuse; to scold"
U+508D,傍,bàng,72,70,,,"by side of, beside, near, close"
U+5091,傑,jié,62,52,,杰,"hero; outstanding, remarkable"
U+5098,傘,sǎn,12,7,,伞,"umbrella, parasol, parachute"
U+5099,備,bèi,666,532,,备,"prepare, ready, perfect"
U+509A,傚,xiào,1,1,,,"imitate, mimic"
U+50A2,傢,jiā,10,6,,家,"stubborn, obstinate, intransigent"
U+50A3,傣,dǎi,26,21,,,the Dai minority living in South China
U+50A8,储,chǔ,1775,1312,儲,,"save money, store, reserve; heir"
U+50AC,催,cuī,105,96,,,"press, urge"
U+50AD,傭,yōng,6,4,,佣,"hire, employ, charter; servant"
U+50B2,傲,ào,59,58,,,"proud, haughty, overbearing"
U+50B3,傳,chuán,846,674,,传,"summon; propagate, transmit"
U+50B5,債,zhài,171,93,,债,"debt, loan, liabilities"
U+50B7,傷,shāng,149,117,,伤,"wound, injury; fall ill from"
U+50BB,傻,shǎ,29,25,,,"foolish, silly, stupid; an imbecile"
U+50BE,傾,qīng,49,46,,倾,"upset, pour out, overflow"
U+50C2,僂,lóu,1,1,,偻,humpback; surname
U+50C5,僅,jǐn,442,409,,仅,"only, merely, solely, just"
U+50CF,像,xiàng,1288,1124,,,"a picture, image, figure; to resemble"
U+50D1,僑,qiáo,111,52,,侨,"sojourn, lodge"
U+50D5,僕,pú,2,1,,仆,"slave, servant, I"
U+50DA,僚,liáo,40,37,,,"companion, colleague; officials; bureaucracy; a pretty face"
U+50E7,僧,sēng,17,15,,,"Buddhist priest, monk; san of Sanskrit sangha"
U+50F1,僱,gù,5,5,,,"employ, hire"
U+50F3,僳,sù,6,5,,,minority name
U+50F5,僵,jiāng,69,65,,,"stiff and motionless, stock still"
U+50F9,價,jià,1670,988,,价,"price, value"
U+50FB,僻,pì,4,4,,,"out-of-the-way, remote; unorthodox"
U+5100,儀,yí,185,151,,仪,"ceremony, rites gifts; admire"
U+5102,儂,nóng,1,1,,侬,I; you; family name
U+5104,億,yì,1485,939,,亿,hundred million; many
U+5109,儉,jiǎn,3,3,,俭,"temperate, frugal, economical"
U+510B,儋,dān,1,1,,,a small jar; to bear a burden; a load of two
U+5112,儒,rú,42,28,,,Confucian scholar
U+5118,儘,jǐn,74,71,,尽,utmost
U+511F,償,cháng,22,20,,偿,"repay, recompense; restitution"
U+5121,儡,lěi,2,2,,,"puppet, dummy"
U+512A,優,yōu,399,345,,优,"superior, excellent; actor"
U+5132,儲,chǔ,292,191,,储,"to save money, store, reserve; an heir"
U+513A,儺,nuó,2,2,,傩,rich
U+513C,儼,yǎn,1,1,,俨,"grave, respectful, majestic"
U+513F,儿,ér,826,672,"儿,兒",儿,"son, child; Kangxi radical 10"
U+5140,兀,wù,10,10,,,to cut off the feet
U+5141,允,yǔn,439,417,,,"to grant, to allow, to consent"
U+5143,元,yuán,10942,6833,,,first; dollar; origin; head
U+5144,兄,xiōng,87,77,,,elder brother
U+5145,充,chōng,902,774,,,"fill, be full, supply"
U+5146,兆,zhào,240,185,,,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion
U+5147,兇,xiōng,9,9,,,"atrocious, ferocious, brutal"
U+5148,先,xiān,1889,1718,,,"first, former, previous"
U+5149,光,guāng,2733,2037,,,"light, brilliant, shine; only"
U+514B,克,kè,4628,3518,"克,剋",克,gram; overcome; transliteration
U+514C,兌,duì,102,72,,兑,"cash; exchange, barter; weight; trigram ☱; hexagram ䷹"
U+514D,免,miǎn,1516,1280,,,spare; excuse from; evade
U+5151,兑,duì,361,257,"兌,兑",兑,cash; exchange
U+5152,兒,ér,280,226,,儿,"son, child, oneself; final part"
U+5154,兔,tù,77,55,,,"rabbit, hare"
U+5157,兗,yǎn,3,1,,兖,establish; one of nine empire divisions
U+515A,党,dǎng,1620,994,"党,黨",党,"political party, gang, faction"
U+515C,兜,dōu,36,32,,,pouch
U+5162,兢,jīng,7,4,,,"fearful, cautious, wary"
U+5165,入,rù,7728,6570,,,"enter, come in(to), join"
U+5167,內,nèi,1720,1410,,内,"inside, interior; domestic"
U+5168,全,quán,12944,10399,,,"maintain, keep whole or intact"
U+5169,兩,liǎng,1150,891,,两,"two, both, pair, couple; ounce"
U+516B,八,bā,824,691,,,"eight; all around, all sides"
U+516C,公,gōng,14822,11017,,,"fair, equitable; public; duke"
U+516D,六,liù,1598,1450,,,number six
U+516E,兮,xī,5,4,,,exclamatory particle
U+5170,兰,lán,2232,1699,蘭,,"orchid; elegant, graceful"
U+5171,共,gòng,3380,2871,,,"together with, all, total; to share"
U+5173,关,guān,7387,6105,關,,frontier pass; close; relation
U+5174,兴,xìng,866,765,興,,"thrive, prosper, flourish"
U+5175,兵,bīng,554,448,,,"soldier, troops"
U+5176,其,qí,7364,6623,,,"his, her, its, their; that"
U+5177,具,jù,1920,1739,,,"tool, implement; draw up, write"
U+5178,典,diǎn,650,535,,,"law, canon; documentation; classic, scripture"
U+5179,兹,zī,202,176,茲,,"now, here; this; time, year"
U+517B,养,yǎng,528,415,養,,"raise, rear, bring up; support"
U+517C,兼,jiān,388,376,,,"unite, combine; connect; and"
U+517D,兽,shòu,91,77,獸,,"beast, animal; bestial"
U+5180,冀,jì,35,30,,,hope for; wish; Hebei province
U+5185,内,nèi,5158,4602,"內,内",内,inside
U+5186,円,yuán,1,1,,,yen
U+5188,冈,gāng,90,77,岡,,ridge or crest of hill
U+5189,冉,rǎn,17,9,,,tender; weak; proceed gradually
U+518A,冊,cè,38,29,,册,"book, volume"
U+518C,册,cè,147,131,"冊,册",册,"book, volume, register, list"
U+518D,再,zài,3189,2976,,,"again, twice, re-"
U+5192,冒,mào,196,179,,,"risk, brave, dare"
U+5195,冕,miǎn,50,44,,,crown; ceremonial cap
U+5197,冗,rǒng,5,5,,,excessive; superfluous
U+5199,写,xiě,758,697,寫,,"write; draw, sketch; compose"
U+519B,军,jūn,2566,1839,軍,,"army, military; soldiers, troops"
U+519C,农,nóng,1185,896,農,,"agriculture, farming; farmer"
U+51A0,冠,guān,3462,2857,,,"cap, crown, headgear"
U+51A2,冢,zhǒng,9,6,,,"burial mound, mausoleum; grand"
U+51A4,冤,yuān,9,9,,,"grievance, injustice, wrong"
U+51A5,冥,míng,13,11,,,"dark, gloomy, night; deep"
U+51AC,冬,dōng,825,614,"冬,鼕",冬,"winter, 11th lunar month"
U+51AF,冯,féng,27,25,馮,,surname; gallop; by dint of
U+51B0,冰,bīng,1224,636,,,ice; ice-cold
U+51B2,冲,chōng,1379,1257,"冲,沖,衝",冲,soar; pour boiling water over
U+51B3,决,jué,2243,2012,決,,"decide, determine, judge"
U+51B5,况,kuàng,1519,1456,"况,況",况,"condition, situation; furthermore"
U+51B6,冶,yě,36,31,,,"smelt, fuse metals; cast, found"
U+51B7,冷,lěng,460,397,,,"cold, cool; lonely"
U+51BB,冻,dòng,169,152,凍,,"freeze; cold, congeal; jelly"
U+51BC,冼,xiǎn,4,2,,,a surname
U+51BD,冽,liè,13,13,,,"cold and raw; pure, clear"
U+51C0,净,jìng,639,521,凈,,"clean, pure; cleanse"
